teaching,teaching.1,coursecontent,coursecontent.1,examination,Examination,labwork,labwork.1,library_facilities, library_facilities,extracurricular,extracurricular.1,feedback_text,cleaned_feedback,blob_score,vader_score,final_score,sentiment
-1,"interaction is very less ,when it comes to lecture delivery its fine but the co cordination not there between the lectueres",1.0,good,0.0,mid term percentage should be increased so that students get more choice to get success in the examinations,-1,good  but marks are not given properly ,-1.0,"waste ,library is not the good place to study",1,very well,"interaction is very less ,when it comes to lecture delivery its fine but the co cordination not there between the lectueres good mid term percentage should be increased so that students get more choice to get success in the examinations good  but marks are not given properly  waste ,library is not the good place to study very well",interaction is very less when it comes to lecture delivery its fine but the co cordination not there between the lectueres good mid term percentage should be increased so that students get more choice to get success in the examinations good  but marks are not given properly  waste library is not the good place to study very well,0.30999999999999994,0.9627,0.63635,Positive
1,All lectures are giving their best to teach the students,1.0,Excellent,1.0,Good,1,Excellent,1.0,Good,1,Excellent ,All lectures are giving their best to teach the students Excellent Good Excellent Good Excellent ,all lectures are giving their best to teach the students excellent good excellent good excellent,0.9,0.9735,0.93675,Positive
-1,our university is very good but in terms of interaction of teachers wd students is not at all fair because they interact wd only students understands his/her teaching they don't make remaining students to understand the topic ,1.0,very good and you can also increase the standard of Courses,1.0,"good
",0,practicals are good but evaluations are not because they don't give enough time to work ,0.0,It's good but we don't find the books because their are much less number of books,0,It's good but we don't get sufficient time for participating in that activities,"our university is very good but in terms of interaction of teachers wd students is not at all fair because they interact wd only students understands his/her teaching they don't make remaining students to understand the topic  very good and you can also increase the standard of Courses good
 practicals are good but evaluations are not because they don't give enough time to work  It's good but we don't find the books because their are much less number of books It's good but we don't get sufficient time for participating in that activities","our university is very good but in terms of interaction of teachers wd students is not at all fair because they interact wd only students understands hisher teaching they dont make remaining students to understand the topic  very good and you can also increase the standard of courses good
 practicals are good but evaluations are not because they dont give enough time to work  its good but we dont find the books because their are much less number of books its good but we dont get sufficient time for participating in that activities",0.4684848484848485,0.9876,0.7280424242424243,Positive
1,The university consists of a whole world in itself.It is diverse and manages to conduct all events properly.I love being the part of this university where we get equal and all opportunities in all respects and fields.,1.0,The courses available in the university have got a scope and the teaching of these courses goes on with the point of view of bringing out the best from the student by indulging them in different activities and projects.,1.0,The examination system of the university is very impressive.The sitting plan of he students is made in such a way that no 2 students of same class give the exam in same room or even sometimes same blocks.Through this students also get to know and visit different blocks of the university.The checking is also fair .,1,They are conducted in proper way.,1.0,perfect,1,unbiased,The university consists of a whole world in itself.It is diverse and manages to conduct all events properly.I love being the part of this university where we get equal and all opportunities in all respects and fields. The courses available in the university have got a scope and the teaching of these courses goes on with the point of view of bringing out the best from the student by indulging them in different activities and projects. The examination system of the university is very impressive.The sitting plan of he students is made in such a way that no 2 students of same class give the exam in same room or even sometimes same blocks.Through this students also get to know and visit different blocks of the university.The checking is also fair . They are conducted in proper way. perfect unbiased,the university consists of a whole world in itselfit is diverse and manages to conduct all events properlyi love being the part of this university where we get equal and all opportunities in all respects and fields the courses available in the university have got a scope and the teaching of these courses goes on with the point of view of bringing out the best from the student by indulging them in different activities and projects the examination system of the university is very impressivethe sitting plan of he students is made in such a way that no 2 students of same class give the exam in same room or even sometimes same blocksthrough this students also get to know and visit different blocks of the universitythe checking is also fair  they are conducted in proper way perfect unbiased,0.26666666666666666,0.9442,0.6054333333333334,Positive
1,"teachers are pretty interactive,But it all depends on the student to gain as much as knowledge he can from the teacher.Teachers are punctual and very helpful during exams time.",1.0,content of course is more than enough to get the basics of that particular subject.,1.0,Everything is pretty well organised,0,Teachers are supposed to let the students know the actual use of the instruments used in the lab.,1.0,They are good.,1,LPU gives the best opportunity for the students to show their talent.,"teachers are pretty interactive,But it all depends on the student to gain as much as knowledge he can from the teacher.Teachers are punctual and very helpful during exams time. content of course is more than enough to get the basics of that particular subject. Everything is pretty well organised Teachers are supposed to let the students know the actual use of the instruments used in the lab. They are good. LPU gives the best opportunity for the students to show their talent.",teachers are pretty interactivebut it all depends on the student to gain as much as knowledge he can from the teacherteachers are punctual and very helpful during exams time content of course is more than enough to get the basics of that particular subject everything is pretty well organised teachers are supposed to let the students know the actual use of the instruments used in the lab they are good lpu gives the best opportunity for the students to show their talent,0.2818181818181818,0.9792,0.6305090909090909,Positive
0,teaching delivery is good .but it is better to reduce there speed of  lecture delivery to understand the student better,0.0,courses are also good .but lt of subjects in cse departments at 1st year it feels like burden upon us,1.0,good ,1,excellent ...they  work hard..their way of teaching is also pretty good,1.0,excellent,1,these are very usefull to students .excellent,teaching delivery is good .but it is better to reduce there speed of  lecture delivery to understand the student better courses are also good .but lt of subjects in cse departments at 1st year it feels like burden upon us good  excellent ...they  work hard..their way of teaching is also pretty good excellent these are very usefull to students .excellent,teaching delivery is good but it is better to reduce there speed of  lecture delivery to understand the student better courses are also good but lt of subjects in cse departments at 1st year it feels like burden upon us good  excellent they  work hardtheir way of teaching is also pretty good excellent these are very usefull to students excellent,0.6590909090909091,0.9918,0.8254454545454546,Positive
1,"overall rating on this activity is 4.5/5 .very nice teaching and interaction between students and lectures was good, every time there will be new and fresh style in  delivering the lectures ,thanks.


 ",1.0, my rating in this is 4/5,1.0,very good 5/5,0,average 3.5/5,1.0,it is very nice and timings of library is good 5/5,0,"there are lot of extracurricular activites held in university but so many of them are unknown to us ,the problem is there is no such ad's viewed to us
my rating is 3/5","overall rating on this activity is 4.5/5 .very nice teaching and interaction between students and lectures was good, every time there will be new and fresh style in  delivering the lectures ,thanks.


   my rating in this is 4/5 very good 5/5 average 3.5/5 it is very nice and timings of library is good 5/5 there are lot of extracurricular activites held in university but so many of them are unknown to us ,the problem is there is no such ad's viewed to us
my rating is 3/5","overall rating on this activity is 455 very nice teaching and interaction between students and lectures was good every time there will be new and fresh style in  delivering the lectures thanks


   my rating in this is 45 very good 55 average 355 it is very nice and timings of library is good 55 there are lot of extracurricular activites held in university but so many of them are unknown to us the problem is there is no such ads viewed to us
my rating is 35",0.36587412587412593,0.517,0.441437062937063,Positive
0,"excellent, but reduse the speed of teaching  ,up to understand the students",0.0,"good,they work very hard for us",1.0,good,1,good,1.0,excellent,1,these are very use full to the sudents forphysical activity and improvement of knowledge,"excellent, but reduse the speed of teaching  ,up to understand the students good,they work very hard for us good good excellent these are very use full to the sudents forphysical activity and improvement of knowledge",excellent but reduse the speed of teaching  up to understand the students goodthey work very hard for us good good excellent these are very use full to the sudents forphysical activity and improvement of knowledge,0.5101190476190476,0.9587,0.7344095238095238,Positive
0,"teaching is ok but the interaction with the students need to improve, i mean they have to focus on dull students more  than intelligents....",1.0,good,-1.0,for some subjects like maths and english(passage writing) the time duration neds to increase,0,"In labs,the lecturers has to interact with each student to improve their knowledge, in all the ways,before giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing,........
",0.0,"good but there is more need of keeping books of general topics about social,polity,gk,...etc other than related to subject so that we will get some knowledge about country related issues..............",1,good,"teaching is ok but the interaction with the students need to improve, i mean they have to focus on dull students more  than intelligents.... good for some subjects like maths and english(passage writing) the time duration neds to increase In labs,the lecturers has to interact with each student to improve their knowledge, in all the ways,before giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing,........
 good but there is more need of keeping books of general topics about social,polity,gk,...etc other than related to subject so that we will get some knowledge about country related issues.............. good","teaching is ok but the interaction with the students need to improve i mean they have to focus on dull students more  than intelligents good for some subjects like maths and englishpassage writing the time duration neds to increase in labsthe lecturers has to interact with each student to improve their knowledge in all the waysbefore giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing
 good but there is more need of keeping books of general topics about socialpolitygketc other than related to subject so that we will get some knowledge about country related issues good",0.21185897435897433,0.9798,0.5958294871794871,Positive
1,Interaction is good but it should b more ...rest is too perfect,-1.0,syllabus is more which required time ..it should b less so that student can proper concentrate getting the knowlegde instead of just covering the syllabusgood,0.0,"Pattern is good ...marks distribution that includes ca,mt,et ,nd attendence all that is  little complicated ",1,Good,1.0,Good,-1,Sometimes study burden is that much that we can not participate in these activities ...there should b one activity complusory for every student like all other courses ,"Interaction is good but it should b more ...rest is too perfect syllabus is more which required time ..it should b less so that student can proper concentrate getting the knowlegde instead of just covering the syllabusgood Pattern is good ...marks distribution that includes ca,mt,et ,nd attendence all that is  little complicated  Good Good Sometimes study burden is that much that we can not participate in these activities ...there should b one activity complusory for every student like all other courses ",interaction is good but it should b more rest is too perfect syllabus is more which required time it should b less so that student can proper concentrate getting the knowlegde instead of just covering the syllabusgood pattern is good marks distribution that includes camtet nd attendence all that is  little complicated  good good sometimes study burden is that much that we can not participate in these activities there should b one activity complusory for every student like all other courses,0.30929487179487186,0.9527,0.630997435897436,Positive
1,"teachers are good in subject,and punctuality",1.0,good,1.0,good,1,ok,1.0,good,1,excellent,"teachers are good in subject,and punctuality good good ok good excellent",teachers are good in subjectand punctuality good good ok good excellent,0.7166666666666667,0.9477,0.8321833333333333,Positive
0,Everything would be fine if there are less number of students in our btech CSE.,-1.0,when compared to other universities we need better material and exposure.,1.0,every thing is fine.,1,its fine.,0.0,Books are heavily outnumbered when compared to number of students this is the only problem with library.,1,it helps in building up university's reputation.,Everything would be fine if there are less number of students in our btech CSE. when compared to other universities we need better material and exposure. every thing is fine. its fine. Books are heavily outnumbered when compared to number of students this is the only problem with library. it helps in building up university's reputation.,everything would be fine if there are less number of students in our btech cse when compared to other universities we need better material and exposure every thing is fine its fine books are heavily outnumbered when compared to number of students this is the only problem with library it helps in building up universitys reputation,0.1572916666666667,0.7584,0.45784583333333334,Positive
1,good ,1.0,good,1.0,good,1,good,1.0,good,1,good,good  good good good good good,good  good good good good good,0.7000000000000001,0.9468,0.8234,Positive
0,faculties are doing quite well but need more senior lecturers.,-1.0,the content of the course should be increased with the depth.,1.0,Probably the best part of university is its examination and its pattern.,-1,More number of lab/practicals should be there to enhance practical knowledge.,-1.0,Insufficient books ,1,It was quite great and unique.,faculties are doing quite well but need more senior lecturers. the content of the course should be increased with the depth. Probably the best part of university is its examination and its pattern. More number of lab/practicals should be there to enhance practical knowledge. Insufficient books  It was quite great and unique.,faculties are doing quite well but need more senior lecturers the content of the course should be increased with the depth probably the best part of university is its examination and its pattern more number of labpracticals should be there to enhance practical knowledge insufficient books  it was quite great and unique,0.635,0.9591,0.79705,Positive
1,satisfied,1.0,content provided by you is excellent so that we learnt more and more about that particular subject,1.0,"I have never seen this type of examination,,,,,,,very GOOD  pattern",1,Here we r able to do every thing by our own with u r valuable support ,1.0,"I have no words to say about our library facilities,,,,,,,, SIMPLY AWESOME",1,EXTRAORDINARY,"satisfied content provided by you is excellent so that we learnt more and more about that particular subject I have never seen this type of examination,,,,,,,very GOOD  pattern Here we r able to do every thing by our own with u r valuable support  I have no words to say about our library facilities,,,,,,,, SIMPLY AWESOME EXTRAORDINARY",satisfied content provided by you is excellent so that we learnt more and more about that particular subject i have never seen this type of examinationvery good  pattern here we r able to do every thing by our own with u r valuable support  i have no words to say about our library facilities simply awesome extraordinary,0.5121212121212121,0.9524,0.7322606060606061,Positive
1,"examination department is not good, teaching is quite good, I cant get extra time for extra knowledge, interaction is good


",1.0,content of course is appropriate ,-1.0,"examination checking sucks here , don't knw why I get low marks even if 4 qustions are wrong . answer key of exam is absurd, discrepancy system is not advantageous, answers of exam not right, omr should be uploaded


",1,pretty good,,good but timings should be 24hrs,1,they are good,"examination department is not good, teaching is quite good, I cant get extra time for extra knowledge, interaction is good


 content of course is appropriate  examination checking sucks here , don't knw why I get low marks even if 4 qustions are wrong . answer key of exam is absurd, discrepancy system is not advantageous, answers of exam not right, omr should be uploaded


 pretty good good but timings should be 24hrs they are good","examination department is not good teaching is quite good i cant get extra time for extra knowledge interaction is good


 content of course is appropriate  examination checking sucks here  dont knw why i get low marks even if 4 qustions are wrong  answer key of exam is absurd discrepancy system is not advantageous answers of exam not right omr should be uploaded


 pretty good good but timings should be 24hrs they are good",0.15357142857142855,0.7421,0.4478357142857143,Positive
1,Well and Good,-1.0,The content of course should be increase with depth,1.0,It is best,1,Very Good,-1.0,insufficient books,1,it was quite great and unique,Well and Good The content of course should be increase with depth It is best Very Good insufficient books it was quite great and unique,well and good the content of course should be increase with depth it is best very good insufficient books it was quite great and unique,0.757,0.9589,0.85795,Positive
1,Good,1.0,Good,1.0,Good,1,Good,0.0,"Library facility is very good but there is a problem collection of books, Available books are very less for some subjects  
",1,Very good,"Good Good Good Good Library facility is very good but there is a problem collection of books, Available books are very less for some subjects  
 Very good","good good good good library facility is very good but there is a problem collection of books available books are very less for some subjects  
 very good",0.6004166666666667,0.8242,0.7123083333333333,Positive
0,university management is extordinary but some of the faculty is very bad,-1.0,In my opnion very less content is their in our syllabus..it will be good if there is more syllabus and depth included in our syllabus,-1.0,"examination pattern is good but,,there is blunder mistake.that is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussion.so i suggest to..provide option for checking mistakes in the MCQ exams such as midterm.",-1,There are no sufficient lab equipments in the labs and the avilable euipments are also not perfect.,1.0,good enough.,1,"it is relly awesome,extirdinary and marvellous but no time to attend","university management is extordinary but some of the faculty is very bad In my opnion very less content is their in our syllabus..it will be good if there is more syllabus and depth included in our syllabus examination pattern is good but,,there is blunder mistake.that is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussion.so i suggest to..provide option for checking mistakes in the MCQ exams such as midterm. There are no sufficient lab equipments in the labs and the avilable euipments are also not perfect. good enough. it is relly awesome,extirdinary and marvellous but no time to attend",university management is extordinary but some of the faculty is very bad in my opnion very less content is their in our syllabusit will be good if there is more syllabus and depth included in our syllabus examination pattern is good butthere is blunder mistakethat is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussionso i suggest toprovide option for checking mistakes in the mcq exams such as midterm there are no sufficient lab equipments in the labs and the avilable euipments are also not perfect good enough it is relly awesomeextirdinary and marvellous but no time to attend,0.09733333333333334,-0.9586,-0.4306333333333333,Negative
1,good,-1.0,some of the faculty are not uploading ppts,1.0,good,1,good,1.0,good,1,good,good some of the faculty are not uploading ppts good good good good,good some of the faculty are not uploading ppts good good good good,0.7,0.8479,0.7739499999999999,Positive
1,good,1.0,ok,1.0,ok,1,good,-1.0,rough handling,1,good,good ok ok good rough handling good,good ok ok good rough handling good,0.5,0.9022,0.7011000000000001,Positive
1,good,1.0,good,1.0,good,1,good,-1.0,books are not available,1,good,good good good good books are not available good,good good good good books are not available good,0.5499999999999999,0.8479,0.69895,Positive
0,"some lectures are excellent,but not everyone",1.0,excellent,1.0,excellent,1,super,1.0,librery facilities are excellent,1,nice,"some lectures are excellent,but not everyone excellent excellent super librery facilities are excellent nice",some lectures are excellentbut not everyone excellent excellent super librery facilities are excellent nice,0.7866666666666667,0.6602,0.7234333333333334,Positive
1,It is very good learning in this university,1.0,it is good learning these courses,-1.0,time not sufficient,0,it is good leaning in lab but the lab instruments are not properly working,-1.0,Very rough handling,1,good,It is very good learning in this university it is good learning these courses time not sufficient it is good leaning in lab but the lab instruments are not properly working Very rough handling good,it is very good learning in this university it is good learning these courses time not sufficient it is good leaning in lab but the lab instruments are not properly working very rough handling good,0.48,0.8497,0.6648499999999999,Positive
0,its  booring,-1.0,its very tough and very diffcult to understand,1.0,good,1,very bad,1.0,good,1,that is only good in this university,its  booring its very tough and very diffcult to understand good very bad good that is only good in this university,its  booring its very tough and very diffcult to understand good very bad good that is only good in this university,0.12634920634920638,0.5255,0.32592460317460314,Positive
1,good,1.0,Nice,1.0,exam pattern is good ,1,good,1.0,library facilites are good,1,good,good Nice exam pattern is good  good library facilites are good good,good nice exam pattern is good  good library facilites are good good,0.6833333333333332,0.946,0.8146666666666667,Positive
1,Good,0.0,yeah! well some of the faculty are not teaching well but the schedule of the university are superb ... and university asked feedback from us .that is really helpful,1.0,excellent!!!,1,good,0.0,yeah quite well but ... some of the books are not available,1,excellent..... u r the best in providing facilties and etc .. for extra curricular activities,Good yeah! well some of the faculty are not teaching well but the schedule of the university are superb ... and university asked feedback from us .that is really helpful excellent!!! good yeah quite well but ... some of the books are not available excellent..... u r the best in providing facilties and etc .. for extra curricular activities,good yeah well some of the faculty are not teaching well but the schedule of the university are superb  and university asked feedback from us that is really helpful excellent good yeah quite well but  some of the books are not available excellent u r the best in providing facilties and etc  for extra curricular activities,0.6,0.986,0.7929999999999999,Positive
0,teaching is good but some lecturers are showing partiality between south people and north people,1.0,good,0.0,every thing is excllent but paper checking is not good,1,labs are very interesting it is helpful to know the knowledge,1.0,library facilities is good,1,extracurricular activities are also good,teaching is good but some lecturers are showing partiality between south people and north people good every thing is excllent but paper checking is not good labs are very interesting it is helpful to know the knowledge library facilities is good extracurricular activities are also good,teaching is good but some lecturers are showing partiality between south people and north people good every thing is excllent but paper checking is not good labs are very interesting it is helpful to know the knowledge library facilities is good extracurricular activities are also good,0.5166666666666666,0.9589,0.7377833333333332,Positive
1,excellent,0.0,The content of the courses are good but depth of courses are not enough to get the good concepts.,-1.0,We don't get answers key and even the question papers for our mcq exams.There should be some means by which we could recheck our answers and get to know what mistakes we have made.,-1,According to me students are doing lab only for marks .,1.0,good,1,excellent,excellent The content of the courses are good but depth of courses are not enough to get the good concepts. We don't get answers key and even the question papers for our mcq exams.There should be some means by which we could recheck our answers and get to know what mistakes we have made. According to me students are doing lab only for marks . good excellent,excellent the content of the courses are good but depth of courses are not enough to get the good concepts we dont get answers key and even the question papers for our mcq examsthere should be some means by which we could recheck our answers and get to know what mistakes we have made according to me students are doing lab only for marks  good excellent,0.5125,0.93,0.72125,Positive
0,"teaching is good but some teachers are not able to interact properly and are not able to clear the concepts properly, teachers are punctual. 
",1.0,content is sufficient for us ,0.0,  exam pattern is very nice but paper checking is not at all good .,1,lab practical work help us to learn the things properly and evalution is also very necessary as it helps us to retain concepts,1.0,library facilty is good,1,university offers alkot of activities which is excellent on their part as students are able to explore themselves,"teaching is good but some teachers are not able to interact properly and are not able to clear the concepts properly, teachers are punctual. 
 content is sufficient for us    exam pattern is very nice but paper checking is not at all good . lab practical work help us to learn the things properly and evalution is also very necessary as it helps us to retain concepts library facilty is good university offers alkot of activities which is excellent on their part as students are able to explore themselves","teaching is good but some teachers are not able to interact properly and are not able to clear the concepts properly teachers are punctual 
 content is sufficient for us    exam pattern is very nice but paper checking is not at all good  lab practical work help us to learn the things properly and evalution is also very necessary as it helps us to retain concepts library facilty is good university offers alkot of activities which is excellent on their part as students are able to explore themselves",0.2914285714285714,0.9521,0.6217642857142857,Positive
1,good,1.0,excellent,1.0,good,1,good,1.0,super,1,super,good excellent good good super super,good excellent good good super super,0.6277777777777778,0.9648,0.7962888888888888,Positive
1,"Everything is very good. Interaction part is something like teachers mostly interact with each and every student, lecture delivery is very good and punctuality always maintains.",,"Content of courses are good, these are very knowledgeable, depth of course is also there but sometimes proper course material is not there.",0.0,Exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking.,1,Lab or practical work is excellent and yes including evaluations also.,1.0,"Library facilities are good, it maintains silence there and makes good environment to study but sometimes it goes very strict which is not required according to me.",1,Extracurricular activities are good. It helps people to know their talent and build up their skills.,"Everything is very good. Interaction part is something like teachers mostly interact with each and every student, lecture delivery is very good and punctuality always maintains. Content of courses are good, these are very knowledgeable, depth of course is also there but sometimes proper course material is not there. Exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking. Lab or practical work is excellent and yes including evaluations also. Library facilities are good, it maintains silence there and makes good environment to study but sometimes it goes very strict which is not required according to me. Extracurricular activities are good. It helps people to know their talent and build up their skills.",everything is very good interaction part is something like teachers mostly interact with each and every student lecture delivery is very good and punctuality always maintains content of courses are good these are very knowledgeable depth of course is also there but sometimes proper course material is not there exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking lab or practical work is excellent and yes including evaluations also library facilities are good it maintains silence there and makes good environment to study but sometimes it goes very strict which is not required according to me extracurricular activities are good it helps people to know their talent and build up their skills,0.6266666666666667,0.9892,0.8079333333333334,Positive
1,good,1.0,good,1.0,good,1,good,0.0,uncertain,1,good,good good good good uncertain good,good good good good uncertain good,0.7,0.9062,0.8030999999999999,Positive
1,"I am very much satisfied with teaching faculty interms of iteraction,lecture delivery, punctuality etc",1.0,"I like communication classes,courses are good",0.0,exam  pattern is very good but if you give question papers to students it is helpful ,1,lab is very much helpful,1.0,I like reading books in Library,1,I am really enjoying ,"I am very much satisfied with teaching faculty interms of iteraction,lecture delivery, punctuality etc I like communication classes,courses are good exam  pattern is very good but if you give question papers to students it is helpful  lab is very much helpful I like reading books in Library I am really enjoying ",i am very much satisfied with teaching faculty interms of iteractionlecture delivery punctuality etc i like communication classescourses are good exam  pattern is very good but if you give question papers to students it is helpful  lab is very much helpful i like reading books in library i am really enjoying,0.5740000000000001,0.9717,0.77285,Positive
-1,they are showing partiality between north indians and south indians,1.0,they are giving good knowledge for us,1.0,its better,-1,in lab also they are showing parilaty,1.0,i felt its better because there is no problem from library facilities,1,i felt happy because it encourages our talents,they are showing partiality between north indians and south indians they are giving good knowledge for us its better in lab also they are showing parilaty i felt its better because there is no problem from library facilities i felt happy because it encourages our talents,they are showing partiality between north indians and south indians they are giving good knowledge for us its better in lab also they are showing parilaty i felt its better because there is no problem from library facilities i felt happy because it encourages our talents,0.625,0.9681,0.79655,Positive
1,good,1.0,Excellent,1.0,Excellent,1,Good,0.0,Average,1,Excellent,good Excellent Excellent Good Average Excellent,good excellent excellent good average excellent,0.7083333333333334,0.9509,0.8296166666666667,Positive
1,"Interaction is satisfying, Lecture delivery is Good, Punctuality is Excellent

",1.0,"Knowledgeable is Good, Depth of course is satisfying, proper course material is also good

",1.0,"Exam pattern Very good, Marks distribution good but sometimes disappointing, paper checking OK

",-1,Lab evaluations are very strict,0.0,Excellent     but sometimes lack of books especially during exam times,1,Outstanding,"Interaction is satisfying, Lecture delivery is Good, Punctuality is Excellent

 Knowledgeable is Good, Depth of course is satisfying, proper course material is also good

 Exam pattern Very good, Marks distribution good but sometimes disappointing, paper checking OK

 Lab evaluations are very strict Excellent     but sometimes lack of books especially during exam times Outstanding","interaction is satisfying lecture delivery is good punctuality is excellent

 knowledgeable is good depth of course is satisfying proper course material is also good

 exam pattern very good marks distribution good but sometimes disappointing paper checking ok

 lab evaluations are very strict excellent     but sometimes lack of books especially during exam times outstanding",0.48733333333333345,0.9626,0.7249666666666668,Positive
-1,staff is showing partiality between north indians and south indians ,1.0,its good,1.0,yeah its obviously good,1,good,0.0,libary is giving a lot to us  but we are not getting it,1,better,staff is showing partiality between north indians and south indians  its good yeah its obviously good good libary is giving a lot to us  but we are not getting it better,staff is showing partiality between north indians and south indians  its good yeah its obviously good good libary is giving a lot to us  but we are not getting it better,0.6499999999999999,0.4662,0.5580999999999999,Positive
1,excellent university  the mode of teaching is completely different than any other university in india. lecturers are very friendly with every one they interact just like friends and they are very punctual,1.0,every thing is good subjects have a very good depth almost all the  books are available   in the library and more than that 4/5,1.0,exam pattern is completely different the entire exams are objective oriented resumbling  the education in abroad my review is 5/5,-1,the lab evaluations are very strict ,1.0,excellent,1,excellent  simply superb,excellent university  the mode of teaching is completely different than any other university in india. lecturers are very friendly with every one they interact just like friends and they are very punctual every thing is good subjects have a very good depth almost all the  books are available   in the library and more than that 4/5 exam pattern is completely different the entire exams are objective oriented resumbling  the education in abroad my review is 5/5 the lab evaluations are very strict  excellent excellent  simply superb,excellent university  the mode of teaching is completely different than any other university in india lecturers are very friendly with every one they interact just like friends and they are very punctual every thing is good subjects have a very good depth almost all the  books are available   in the library and more than that 45 exam pattern is completely different the entire exams are objective oriented resumbling  the education in abroad my review is 55 the lab evaluations are very strict  excellent excellent  simply superb,0.45453125,0.9848,0.719665625,Positive
0,lecture delivery and punctuality was good but the interaction with students was not good.,1.0,good,1.0,everything was good.,1,labs n practicals are good.,0.0,"i've never went to library in lpu.so,i don't know about that.",-1,"before coming to lpu i thought sports were very good n encouraging.but, there are many politics in sports especially in cricket.","lecture delivery and punctuality was good but the interaction with students was not good. good everything was good. labs n practicals are good. i've never went to library in lpu.so,i don't know about that. before coming to lpu i thought sports were very good n encouraging.but, there are many politics in sports especially in cricket.",lecture delivery and punctuality was good but the interaction with students was not good good everything was good labs n practicals are good ive never went to library in lpusoi dont know about that before coming to lpu i thought sports were very good n encouragingbut there are many politics in sports especially in cricket,0.48249999999999993,0.8281,0.6553,Positive
0,punctuality and lecture is good here but interaction isn't good.,1.0,Its nice .,1.0,everything is good.,1,practicals are pretty well.,0.0,I don't know abt that bcoz i didn't go to library till now.,-1,not every one is getting opportunities here only recommended students getting.,punctuality and lecture is good here but interaction isn't good. Its nice . everything is good. practicals are pretty well. I don't know abt that bcoz i didn't go to library till now. not every one is getting opportunities here only recommended students getting.,punctuality and lecture is good here but interaction isnt good its nice  everything is good practicals are pretty well i dont know abt that bcoz i didnt go to library till now not every one is getting opportunities here only recommended students getting,0.4916666666666667,0.9051,0.6983833333333334,Positive
1,good enough,-1.0,not good ,0.0,"excellent but checking procedure is not exceptable since we  fail to know our faults in mid term..
",1,good,1.0,facilities are good to overcome one's need,1,it seems to me very good since it is a good source of interaction with other and to built a leadership quilities and to overcome our faults.,"good enough not good  excellent but checking procedure is not exceptable since we  fail to know our faults in mid term..
 good facilities are good to overcome one's need it seems to me very good since it is a good source of interaction with other and to built a leadership quilities and to overcome our faults.","good enough not good  excellent but checking procedure is not exceptable since we  fail to know our faults in mid term
 good facilities are good to overcome ones need it seems to me very good since it is a good source of interaction with other and to built a leadership quilities and to overcome our faults",0.3395454545454546,0.2588,0.29917272727272726,Positive
1,"In this university there is good interaction with the students, Teachers in this university can deliver the lectures effectively, There is good punctuality in this university

",1.0,"The material provided in this university is depth of course, The courses in this university is knowledgeable
",1.0,"Excellent exam pattern, paper checking in this university is easy

",1,There is good evaluations in lab regarding practicle ,1.0,good,1,They are sportive,"In this university there is good interaction with the students, Teachers in this university can deliver the lectures effectively, There is good punctuality in this university

 The material provided in this university is depth of course, The courses in this university is knowledgeable
 Excellent exam pattern, paper checking in this university is easy

 There is good evaluations in lab regarding practicle  good They are sportive","in this university there is good interaction with the students teachers in this university can deliver the lectures effectively there is good punctuality in this university

 the material provided in this university is depth of course the courses in this university is knowledgeable
 excellent exam pattern paper checking in this university is easy

 there is good evaluations in lab regarding practicle  good they are sportive",0.6904761904761906,0.9643,0.8273880952380953,Positive
1,Very good indeed. ,1.0,The depth of course is very much  deep. According to me its very essential,0.0,I don't like the -ve marking system. appart from that everything is great,1,Very good,-1.0,Required text books are not available to every student,1,One of the best things I like about this university. The best of all.,Very good indeed.  The depth of course is very much  deep. According to me its very essential I don't like the -ve marking system. appart from that everything is great Very good Required text books are not available to every student One of the best things I like about this university. The best of all.,very good indeed  the depth of course is very much  deep according to me its very essential i dont like the ve marking system appart from that everything is great very good required text books are not available to every student one of the best things i like about this university the best of all,0.5525,0.9651,0.7587999999999999,Positive
1,"Teaching is excellent,but lecture delivery is not up to the mark.Punctuality is good",0.0,Some subjects are good and predictable.Remaining courses are not satisfactory,-1.0,"Returning the question paper after the exams to be expected,because to clear and clarify the doubts regarding particular subjects",1,Its Good,1.0,Its good,1,They are extraordinary,"Teaching is excellent,but lecture delivery is not up to the mark.Punctuality is good Some subjects are good and predictable.Remaining courses are not satisfactory Returning the question paper after the exams to be expected,because to clear and clarify the doubts regarding particular subjects Its Good Its good They are extraordinary",teaching is excellentbut lecture delivery is not up to the markpunctuality is good some subjects are good and predictableremaining courses are not satisfactory returning the question paper after the exams to be expectedbecause to clear and clarify the doubts regarding particular subjects its good its good they are extraordinary,0.4857142857142857,0.8717,0.6787071428571428,Positive
